KOActivity_1,KOActivity_2,KOActivity_3,Number of checks to be executed according to the suggestion,Minimum Check Number (Ideal Processing),Check Overprocessing
42563,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
42566,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42570,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42572,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42578,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42579,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42586,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42589,PostFundingCancellation,CreditDecision,IdCancellation,1,1,0
42593,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42602,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42604,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42607,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42613,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42615,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42618,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42625,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
42629,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42638,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42641,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
42643,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42650,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42666,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
42672,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42679,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
42686,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42689,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42718,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42722,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42739,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42748,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42749,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42751,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42752,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
42757,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42759,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42763,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42770,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42772,PostFundingCancellation,CreditDecision,IdCancellation,1,1,0
42773,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
42783,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42793,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42801,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42804,PostFundingCancellation,CreditDecision,IdCancellation,3,1,2
42809,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42812,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42813,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42824,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42828,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42832,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42854,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
42868,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42870,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42871,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42872,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42893,CreditDecision,PostFundingCancellation,IdCancellation,3,3,0
42894,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
42897,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42904,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
42910,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42912,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42917,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42920,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42923,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42926,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42946,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
42960,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42965,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42973,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42974,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
42976,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42989,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
42991,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
42995,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43013,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43021,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43024,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43030,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43031,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43035,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
43036,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43043,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43049,IdCancellation,CreditDecision,PostFundingCancellation,3,1,2
43050,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43053,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43054,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43058,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43070,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43071,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43077,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43081,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43086,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43087,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43096,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43116,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43127,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43137,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43153,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43158,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43165,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43167,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43178,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43183,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43196,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43198,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43205,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43212,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43215,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43222,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
43223,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43224,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43226,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43227,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43238,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43257,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
43266,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43278,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43281,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43284,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43288,PostFundingCancellation,CreditDecision,IdCancellation,1,1,0
43294,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
43308,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43312,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43315,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43322,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43323,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43334,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43343,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43346,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43347,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43349,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43352,PostFundingCancellation,IdCancellation,CreditDecision,3,3,0
43364,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43365,PostFundingCancellation,CreditDecision,IdCancellation,1,1,0
43367,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43370,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43373,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43380,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43384,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43388,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43394,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43397,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43399,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43400,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43401,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43402,PostFundingCancellation,IdCancellation,CreditDecision,3,3,0
43405,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43409,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43420,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43441,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
43451,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43456,PostFundingCancellation,CreditDecision,IdCancellation,3,1,2
43457,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43469,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43484,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43489,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43496,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43509,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43518,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43519,PostFundingCancellation,CreditDecision,IdCancellation,3,1,2
43524,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43534,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
43537,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
43543,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43559,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
43574,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43577,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43580,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43581,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43587,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43595,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43597,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43604,PostFundingCancellation,CreditDecision,IdCancellation,3,3,0
43609,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43626,PostFundingCancellation,CreditDecision,IdCancellation,3,1,2
43632,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43637,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43641,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43643,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
43644,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43651,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43652,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43654,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43660,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43671,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43677,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
43684,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43686,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43698,PostFundingCancellation,CreditDecision,IdCancellation,1,1,0
43699,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
43707,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43711,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43714,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43725,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43726,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43731,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43732,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43737,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
43750,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43757,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43758,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43768,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43771,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43774,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43794,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43800,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43807,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43815,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43816,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43824,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43834,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43841,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43848,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43856,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43857,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43862,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43864,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43869,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
43876,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43878,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43885,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
43886,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43892,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43898,PostFundingCancellation,CreditDecision,IdCancellation,1,1,0
43906,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43909,PostFundingCancellation,CreditDecision,IdCancellation,1,1,0
43921,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43922,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43923,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43937,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43958,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43959,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43962,IdCancellation,CreditDecision,PostFundingCancellation,3,3,0
43982,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43987,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
43996,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
43998,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
44016,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
44023,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
44025,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
44028,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
44035,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
44038,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
44040,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
44043,CreditDecision,IdCancellation,PostFundingCancellation,3,1,2
44047,PostFundingCancellation,CreditDecision,IdCancellation,3,1,2
44059,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
44062,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
44067,IdCancellation,PostFundingCancellation,CreditDecision,3,3,0
44068,PostFundingCancellation,CreditDecision,IdCancellation,3,1,2
44076,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
44083,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
44085,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
44090,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
44098,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
44101,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
44102,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
44104,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
44107,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
44109,CreditDecision,IdCancellation,PostFundingCancellation,2,1,1
44114,CreditDecision,IdCancellation,PostFundingCancellation,3,3,0
