Case ID,Activity,Resource,Complete Timestamp,Variant,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,lifecycle:transition,org:group
case-8264,T10 Determine necessity to stop indication,Resource01,2011/07/14 15:33:36.618,Variant 1,Internet,General,Group 8,Resource11,task-32074,complete,Group 1
case-8264,End,End,2011/07/14 15:33:36.618,Variant 1,End,End,End,End,End,End,End
case-8265,Confirmation of receipt,Resource01,2011/07/20 10:19:32.759,Variant 1,Internet,General,Group 8,Resource11,task-29798,complete,EMPTY
case-8265,T02 Check confirmation of receipt,Resource01,2011/07/20 10:20:00.751,Variant 1,Internet,General,Group 8,Resource11,task-32575,complete,Group 4
case-8265,T04 Determine confirmation of receipt,Resource01,2011/07/20 10:20:18.700,Variant 1,Internet,General,Group 8,Resource11,task-32578,complete,Group 3
case-8265,T05 Print and send confirmation of receipt,Resource01,2011/07/20 10:20:35.697,Variant 1,Internet,General,Group 8,Resource11,task-32579,complete,Group 2
case-8265,T06 Determine necessity of stop advice,Resource01,2011/07/20 10:20:53.838,Variant 1,Internet,General,Group 8,Resource11,task-32576,complete,Group 1
case-8265,T10 Determine necessity to stop indication,Resource01,2011/07/20 10:21:12.800,Variant 1,Internet,General,Group 8,Resource11,task-32581,complete,Group 1
case-8265,End,End,2011/07/20 10:21:12.800,Variant 1,End,End,End,End,End,End,End
case-8266,Confirmation of receipt,Resource27,2011/06/27 12:48:49.676,Variant 1,Internet,General,Group 8,Resource11,task-29803,complete,Group 1
case-8266,T02 Check confirmation of receipt,Resource01,2011/07/20 11:02:27.775,Variant 1,Internet,General,Group 8,Resource11,task-29804,complete,EMPTY
case-8266,T04 Determine confirmation of receipt,Resource01,2011/07/20 11:02:53.044,Variant 1,Internet,General,Group 8,Resource11,task-32611,complete,Group 3
case-8266,T05 Print and send confirmation of receipt,Resource01,2011/07/20 11:03:17.624,Variant 1,Internet,General,Group 8,Resource11,task-32612,complete,Group 2
case-8266,T06 Determine necessity of stop advice,Resource01,2011/07/20 11:03:36.415,Variant 1,Internet,General,Group 8,Resource11,task-29805,complete,Group 1
case-8266,T10 Determine necessity to stop indication,Resource01,2011/07/20 11:04:36.459,Variant 1,Internet,General,Group 8,Resource11,task-32613,complete,Group 1
case-8266,End,End,2011/07/20 11:04:36.459,Variant 1,End,End,End,End,End,End,End
case-8267,Confirmation of receipt,Resource27,2011/06/27 13:06:24.059,Variant 28,Internet,Customer contact,,admin3,task-29806,complete,Group 1
case-8267,T02 Check confirmation of receipt,admin2,2011/06/27 13:14:43.992,Variant 28,Internet,Customer contact,,admin3,task-29807,complete,Group 4
case-8267,T06 Determine necessity of stop advice,admin2,2011/06/27 13:14:44.515,Variant 28,Internet,Customer contact,,admin3,task-29808,complete,Group 1
case-8267,End,End,2011/06/27 13:14:44.515,Variant 28,End,End,End,End,End,End,End
case-8295,Confirmation of receipt,Resource27,2011/06/28 12:11:03.646,Variant 1,Internet,General,Group 5,Resource14,task-29998,complete,Group 1
case-8295,T02 Check confirmation of receipt,Resource14,2011/07/11 17:04:14.501,Variant 1,Internet,General,Group 5,Resource14,task-30015,complete,Group 4
case-8295,T04 Determine confirmation of receipt,Resource14,2011/07/11 17:04:37.109,Variant 1,Internet,General,Group 5,Resource14,task-31655,complete,Group 3
case-8295,T05 Print and send confirmation of receipt,Resource14,2011/07/11 17:04:53.646,Variant 1,Internet,General,Group 5,Resource14,task-31656,complete,Group 2
case-8295,T06 Determine necessity of stop advice,Resource14,2011/07/11 17:05:11.701,Variant 1,Internet,General,Group 5,Resource14,task-30016,complete,Group 1
case-8295,T10 Determine necessity to stop indication,Resource14,2011/07/11 17:05:31.583,Variant 1,Internet,General,Group 5,Resource14,task-31657,complete,Group 1
case-8295,End,End,2011/07/11 17:05:31.583,Variant 1,End,End,End,End,End,End,End
case-8297,Confirmation of receipt,Resource18,2011/06/30 15:12:33.519,Variant 1,Internet,General,Group 5,Resource04,task-30064,complete,Group 1
case-8297,T02 Check confirmation of receipt,Resource18,2011/06/30 15:12:58.302,Variant 1,Internet,General,Group 5,Resource04,task-30500,complete,Group 4
case-8297,T04 Determine confirmation of receipt,Resource18,2011/06/30 15:13:35.292,Variant 1,Internet,General,Group 5,Resource04,task-30502,complete,Group 3
case-8297,T05 Print and send confirmation of receipt,Resource18,2011/06/30 15:13:59.316,Variant 1,Internet,General,Group 5,Resource04,task-30503,complete,Group 2
case-8297,T06 Determine necessity of stop advice,Resource18,2011/07/08 12:11:43.094,Variant 1,Internet,General,Group 5,Resource04,task-30501,complete,Group 1
case-8297,T10 Determine necessity to stop indication,Resource18,2011/07/08 12:12:16.341,Variant 1,Internet,General,Group 5,Resource04,task-31473,complete,Group 1
case-8297,End,End,2011/07/08 12:12:16.341,Variant 1,End,End,End,End,End,End,End
case-8318,Confirmation of receipt,Resource05,2011/07/04 10:52:56.673,Variant 90,Internet,General,Group 5,Resource05,task-30279,complete,Group 1
case-8318,T06 Determine necessity of stop advice,Resource05,2011/07/04 10:55:15.654,Variant 90,Internet,General,Group 5,Resource05,task-30666,complete,Group 1
case-8318,T04 Determine confirmation of receipt,Resource05,2011/07/04 10:55:56.746,Variant 90,Internet,General,Group 5,Resource05,task-30667,complete,Group 3
case-8318,T03 Adjust confirmation of receipt,Resource05,2011/07/04 10:57:27.039,Variant 90,Internet,General,Group 5,Resource05,task-30669,complete,Group 1
case-8318,T02 Check confirmation of receipt,Resource05,2011/07/04 10:58:05.869,Variant 90,Internet,General,Group 5,Resource05,task-30670,complete,Group 4
case-8318,T10 Determine necessity to stop indication,Resource05,2011/07/04 10:58:36.803,Variant 90,Internet,General,Group 5,Resource05,task-30668,complete,Group 1
case-8318,T04 Determine confirmation of receipt,Resource05,2011/07/04 11:04:34.230,Variant 90,Internet,General,Group 5,Resource05,task-30671,complete,Group 3
case-8318,T05 Print and send confirmation of receipt,Resource05,2011/07/04 11:06:06.290,Variant 90,Internet,General,Group 5,Resource05,task-30676,complete,Group 2
case-8318,End,End,2011/07/04 11:06:06.290,Variant 90,End,End,End,End,End,End,End
case-8320,Confirmation of receipt,Resource09,2011/07/26 10:19:50.943,Variant 5,Internet,General,Group 5,Resource09,task-30289,complete,EMPTY
case-8320,T06 Determine necessity of stop advice,Resource09,2011/07/26 15:12:15.038,Variant 5,Internet,General,Group 5,Resource09,task-33440,complete,Group 1
case-8320,T02 Check confirmation of receipt,Resource09,2011/07/26 15:12:42.401,Variant 5,Internet,General,Group 5,Resource09,task-33439,complete,Group 4
case-8320,T04 Determine confirmation of receipt,Resource09,2011/07/26 15:13:26.300,Variant 5,Internet,General,Group 5,Resource09,task-33499,complete,Group 3
case-8320,T05 Print and send confirmation of receipt,Resource09,2011/07/26 15:13:49.912,Variant 5,Internet,General,Group 5,Resource09,task-33500,complete,Group 2
case-8320,T10 Determine necessity to stop indication,Resource09,2011/07/26 15:14:22.592,Variant 5,Internet,General,Group 5,Resource09,task-33498,complete,Group 1
case-8320,End,End,2011/07/26 15:14:22.592,Variant 5,End,End,End,End,End,End,End
case-8321,Confirmation of receipt,Resource01,2011/07/14 15:52:03.390,Variant 1,Desk,General,Group 8,Resource11,task-30291,complete,EMPTY
case-8321,T02 Check confirmation of receipt,Resource01,2011/07/14 15:52:23.427,Variant 1,Desk,General,Group 8,Resource11,task-32093,complete,Group 4
case-8321,T04 Determine confirmation of receipt,Resource01,2011/07/14 16:00:23.744,Variant 1,Desk,General,Group 8,Resource11,task-32095,complete,Group 3
case-8321,T05 Print and send confirmation of receipt,Resource01,2011/07/14 16:01:31.093,Variant 1,Desk,General,Group 8,Resource11,task-32097,complete,Group 2
case-8321,T06 Determine necessity of stop advice,Resource01,2011/07/14 16:02:37.155,Variant 1,Desk,General,Group 8,Resource11,task-32094,complete,Group 1
case-8321,T10 Determine necessity to stop indication,Resource01,2011/07/14 16:03:52.159,Variant 1,Desk,General,Group 8,Resource11,task-32098,complete,Group 1
case-8321,End,End,2011/07/14 16:03:52.159,Variant 1,End,End,End,End,End,End,End
case-8323,Confirmation of receipt,Resource05,2011/07/04 13:37:42.658,Variant 91,Internet,General,Group 5,Resource05,task-30300,complete,Group 1
case-8323,T02 Check confirmation of receipt,Resource05,2011/08/01 10:46:51.434,Variant 91,Internet,General,Group 5,Resource05,task-30781,complete,EMPTY
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 10:47:15.128,Variant 91,Internet,General,Group 5,Resource05,task-34600,complete,Group 13
case-8323,T04 Determine confirmation of receipt,Resource05,2011/08/01 10:47:40.251,Variant 91,Internet,General,Group 5,Resource05,task-34604,complete,Group 3
case-8323,T05 Print and send confirmation of receipt,Resource05,2011/08/01 10:48:11.577,Variant 91,Internet,General,Group 5,Resource05,task-34606,complete,Group 2
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 10:48:50.433,Variant 91,Internet,General,Group 5,Resource05,task-34607,complete,Group 13
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 10:50:21.355,Variant 91,Internet,General,Group 5,Resource05,task-34609,complete,EMPTY
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 10:51:32.157,Variant 91,Internet,General,Group 5,Resource05,task-34612,complete,EMPTY
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 10:53:44.758,Variant 91,Internet,General,Group 5,Resource05,task-34615,complete,EMPTY
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 10:54:38.139,Variant 91,Internet,General,Group 5,Resource05,task-34617,complete,Group 13
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 10:55:34.741,Variant 91,Internet,General,Group 5,Resource05,task-34619,complete,Group 13
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 10:56:59.387,Variant 91,Internet,General,Group 5,Resource05,task-34621,complete,EMPTY
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 10:58:16.614,Variant 91,Internet,General,Group 5,Resource05,task-34625,complete,EMPTY
case-8323,T06 Determine necessity of stop advice,Resource05,2011/08/01 10:58:48.159,Variant 91,Internet,General,Group 5,Resource05,task-34626,complete,Group 1
case-8323,T10 Determine necessity to stop indication,Resource05,2011/08/01 11:03:44.585,Variant 91,Internet,General,Group 5,Resource05,task-34627,complete,Group 1
case-8323,End,End,2011/08/01 11:03:44.585,Variant 91,End,End,End,End,End,End,End
case-8342,Confirmation of receipt,Resource27,2011/06/30 12:31:44.747,Variant 1,Internet,General,Group 5,Resource14,task-30386,complete,Group 1
case-8342,T02 Check confirmation of receipt,Resource14,2011/07/07 11:57:28.399,Variant 1,Internet,General,Group 5,Resource14,task-30392,complete,Group 4
case-8342,T04 Determine confirmation of receipt,Resource14,2011/07/07 11:57:46.754,Variant 1,Internet,General,Group 5,Resource14,task-31267,complete,Group 3
case-8342,T05 Print and send confirmation of receipt,Resource14,2011/07/07 11:58:03.942,Variant 1,Internet,General,Group 5,Resource14,task-31268,complete,Group 2
case-8342,T06 Determine necessity of stop advice,Resource14,2011/07/07 11:58:51.116,Variant 1,Internet,General,Group 5,Resource14,task-30393,complete,Group 1
case-8342,T10 Determine necessity to stop indication,Resource14,2011/07/07 11:59:11.436,Variant 1,Internet,General,Group 5,Resource14,task-31269,complete,Group 1
case-8342,End,End,2011/07/07 11:59:11.436,Variant 1,End,End,End,End,End,End,End
case-8344,Confirmation of receipt,Resource27,2011/06/30 13:37:49.667,Variant 3,Internet,General,Group 5,Resource05,task-30434,complete,Group 1
case-8344,T02 Check confirmation of receipt,Resource05,2011/07/05 09:42:24.520,Variant 3,Internet,General,Group 5,Resource05,task-30455,complete,Group 4
case-8344,T06 Determine necessity of stop advice,Resource05,2011/07/05 09:42:43.888,Variant 3,Internet,General,Group 5,Resource05,task-30456,complete,Group 1
case-8344,T10 Determine necessity to stop indication,Resource05,2011/07/05 09:43:02.634,Variant 3,Internet,General,Group 5,Resource05,task-30881,complete,Group 1
case-8344,T04 Determine confirmation of receipt,Resource05,2011/07/05 09:43:22.152,Variant 3,Internet,General,Group 5,Resource05,task-30880,complete,Group 3
case-8344,T05 Print and send confirmation of receipt,Resource05,2011/07/05 09:43:41.404,Variant 3,Internet,General,Group 5,Resource05,task-30883,complete,Group 2
case-8344,End,End,2011/07/05 09:43:41.404,Variant 3,End,End,End,End,End,End,End
case-8363,Confirmation of receipt,Resource05,2011/07/05 14:13:13.848,Variant 4,Internet,General,Group 5,Resource05,task-30617,complete,EMPTY
case-8363,T02 Check confirmation of receipt,Resource05,2011/07/05 14:13:47.994,Variant 4,Internet,General,Group 5,Resource05,task-31059,complete,Group 4
case-8363,T04 Determine confirmation of receipt,Resource05,2011/07/05 14:46:54.343,Variant 4,Internet,General,Group 5,Resource05,task-31061,complete,Group 3
case-8363,T06 Determine necessity of stop advice,Resource05,2011/07/05 15:23:01.480,Variant 4,Internet,General,Group 5,Resource05,task-31060,complete,Group 1
case-8363,T10 Determine necessity to stop indication,Resource05,2011/07/05 15:23:48.103,Variant 4,Internet,General,Group 5,Resource05,task-31104,complete,Group 1
case-8363,T05 Print and send confirmation of receipt,Resource05,2011/07/05 15:24:41.540,Variant 4,Internet,General,Group 5,Resource05,task-31083,complete,Group 2
case-8363,End,End,2011/07/05 15:24:41.540,Variant 4,End,End,End,End,End,End,End
case-8365,Confirmation of receipt,Resource05,2011/07/05 13:01:03.447,Variant 3,Internet,General,Group 5,Resource05,task-30631,complete,Group 1
case-8365,T02 Check confirmation of receipt,Resource05,2011/07/05 13:02:01.664,Variant 3,Internet,General,Group 5,Resource05,task-31009,complete,Group 4
case-8365,T06 Determine necessity of stop advice,Resource05,2011/07/05 13:02:21.068,Variant 3,Internet,General,Group 5,Resource05,task-31010,complete,Group 1
case-8365,T10 Determine necessity to stop indication,Resource05,2011/07/05 13:02:40.491,Variant 3,Internet,General,Group 5,Resource05,task-31012,complete,Group 1
case-8365,T04 Determine confirmation of receipt,Resource05,2011/07/05 13:02:59.624,Variant 3,Internet,General,Group 5,Resource05,task-31011,complete,Group 3
case-8365,T05 Print and send confirmation of receipt,Resource05,2011/07/05 13:03:57.199,Variant 3,Internet,General,Group 5,Resource05,task-31014,complete,Group 2
case-8365,End,End,2011/07/05 13:03:57.199,Variant 3,End,End,End,End,End,End,End
case-8367,Confirmation of receipt,Resource29,2011/07/05 16:40:37.140,Variant 2,Internet,General,Group 6,Resource29,task-30641,complete,EMPTY
case-8367,T06 Determine necessity of stop advice,Resource29,2011/07/05 16:41:41.174,Variant 2,Internet,General,Group 6,Resource29,task-31114,complete,Group 1
case-8367,T10 Determine necessity to stop indication,Resource29,2011/07/05 16:42:13.576,Variant 2,Internet,General,Group 6,Resource29,task-31115,complete,Group 1
case-8367,T02 Check confirmation of receipt,Resource29,2011/07/05 17:01:22.893,Variant 2,Internet,General,Group 6,Resource29,task-31113,complete,EMPTY
case-8367,T04 Determine confirmation of receipt,Resource29,2011/07/05 17:02:36.727,Variant 2,Internet,General,Group 6,Resource29,task-31126,complete,EMPTY
case-8367,T05 Print and send confirmation of receipt,admin1,2011/07/15 17:12:52.047,Variant 2,Internet,General,Group 6,Resource29,task-31127,complete,Group 2
case-8367,End,End,2011/07/15 17:12:52.047,Variant 2,End,End,End,End,End,End,End
case-8381,Confirmation of receipt,Resource04,2011/07/27 10:44:59.104,Variant 1,Internet,General,Group 5,Resource04,task-30655,complete,EMPTY
case-8381,T02 Check confirmation of receipt,Resource04,2011/07/27 10:47:52.724,Variant 1,Internet,General,Group 5,Resource04,task-33651,complete,Group 4
case-8381,T04 Determine confirmation of receipt,Resource04,2011/07/27 10:48:10.881,Variant 1,Internet,General,Group 5,Resource04,task-33653,complete,Group 3
case-8381,T05 Print and send confirmation of receipt,Resource04,2011/07/27 10:48:52.032,Variant 1,Internet,General,Group 5,Resource04,task-33654,complete,Group 2
case-8381,T06 Determine necessity of stop advice,Resource04,2011/07/27 10:49:12.271,Variant 1,Internet,General,Group 5,Resource04,task-33652,complete,Group 1
case-8381,T10 Determine necessity to stop indication,Resource04,2011/07/27 10:49:28.938,Variant 1,Internet,General,Group 5,Resource04,task-33655,complete,Group 1
